tabla,campo,etiqueta,bocultar,orden,formato,bverword
habitaciones,fecha6,Campo Fecha 6,0,,fecha,
habitaciones,fecha7,Campo Fecha 7,0,,fecha,
habitaciones,notas,Notas,0,,rtf,
habitaciones,numhabitacion,Habitación,0,,,
habitaciones,numplanta,Planta,0,,,
habitaciones,tipohabitacion,Tipo de Habitación,0,,,
historiaclinica,historiaclinica,Historia Clínica,0,,rtf,1
historialrecobros,dfechaact,Fecha Actuación,0,,,0
historialrecobros,dfechanotificacion,Fecha Alta,0,,,0
historialrecobros,fecharealizacion,Fecha Cierre,0,,,0
historialrecobros,notas,Notas,0,,,0
historialrecobros,sactuacion,Actuación,0,,,0
historialrecobros,tipo,Tipo Actuación,0,,,0
historialrecobros,usuario,Usuario,0,,,0
hoja,acturealizada,Actuación Realizada,0,,,
hoja,ADJ,Adjuntos,1,,,
hoja,alertas,Prioritaria,0,,,
hoja,autoimporte,Autoimporte,1,,,
hoja,autoimportecuentas,Autoimportecuentas,1,,,
hoja,campo,Campo,1,,,
hoja,DCTO,Documento,1,,,
hoja,dfechaact,Fecha Actuación,0,,fecha,
hoja,dfechaavi,Fecha Aviso,0,,fecha,
hoja,dfechanotificacion,Fecha Notificación,0,,fecha,
hoja,dfecharesolucion,Fecha Resolución,0,,fecha,
hoja,dfechaven,Fecha Vencimiento,1,,fecha,
hoja,diasnotificacion,Días Notificación,1,,,
hoja,expediente,Expediente,0,,,
hoja,facturado,Facturado,0,,,
hoja,fecharealizacion,Fecha Realización,0,,fecha,
hoja,horafinact,Hora Fin Actuación,0,,hora,
hoja,horainiact,Hora Inicio Actuación,0,,hora,
hoja,icodcli,icodcli,1,,,
hoja,importe,Importe,0,,,
hoja,inumexp,Número Expediente,0,,,
hoja,iyear,iyear,1,,,
hoja,linea,Línea,1,,,
hoja,MAIL,MAIL,1,,,
hoja,NOTA,NOTA,1,,,
hoja,notas,Notas,0,,rtf,
hoja,notificar,Notificar,1,,,
hoja,origen,Origen,0,,,
hoja,origenimporte,Origen Importe,1,,,
hoja,precio,Precio,0,,,
hoja,preciocoste,Coste,0,,,
hoja,sactuacion,Actuación,0,,,
hoja,SALDO,Saldo,0,,,
hoja,snombrecli,Nombre Cliente,0,,,
hoja,subusu,Código Usuario,1,,,
hoja,SUBUSUARIO,Usuario,0,,,
hoja,thoraavi,Hora Aviso,0,,hora,
hoja,tiempo,Segundos,1,,tiempo,
hoja,TIEMPOHORA,Tiempo,0,,tiempo,
hoja,tipo,Tipo Actuación,0,,,
hoja,tipoactu,Tipo Plazo,0,,,
hoja,tipocuenta,Tipo Cuenta,0,,,
hoja,tipotarifa,Tipo Tarifa,1,,,
hoja,unidad,Unidad,1,,,
igucalen,BRECIBO,BRECIBO,1,,,
igucalen,COBRADA,Cobrada,1,,,
igucalen,codsubusu,Código Usuario,1,,,
igucalen,concepto,Concepto,0,,,
igucalen,ctairpf,Cta  IRPF,0,,,
igucalen,ctaiva,Cta  IVA,0,,,
igucalen,ejercicio,Ejercicio,1,,,
igucalen,facturado,Facturado,0,,,
igucalen,facturar,Facturar,0,,,
igucalen,fecha,Fecha,0,,fecha,
igucalen,fechaalta,Fecha Alta Cliente,0,,fecha,
igucalen,fechacobro,Fecha Cobro,0,,fecha,
igucalen,formapago,Forma de Pago,0,,,
igucalen,fracobrada,Factura Cobrada,0,,,
igucalen,grupo,Grupo,0,,,
igucalen,icodcli,icodcli,1,,,
igucalen,importe,Importe,0,,,
igucalen,inumfactura,Núm Factura,0,,,
igucalen,linea,Línea,1,,,
igucalen,Selec,Selec,1,,,
igucalen,serie,Serie,0,,,
igucalen,snombrecli,Nombre Cliente,1,,,
igucalen,subgrupo,SubGrupo,0,,,
igucalen,total,Total,1,,,
igucalen,unidades,Unidades,0,,,
igucalen,yearfact,Año Factura,0,,,
igucalenanual,ejercicio,Año,0,,,
igucalenanual,formapago,Forma de Pago,0,,,
igucalenanual,snombrecli,Cliente,0,,,
igucalenanual,total,Total Anual,0,,,
imgres,descripcion,Descripción,0,,,
imgres,dfechaactuacion,Fecha Actuación,0,,fecha,
imgres,enviado,Enviado,1,,,
imgres,expediente,Núm Expediente,0,,,
imgres,fecha,Fecha,0,,fecha,
imgres,fechaftp,fechaftp,1,,fecha,
imgres,imagen,Nombre Adjunto,0,,,
imgres,inumexp,Número Expediente,0,,,
imgres,iyear,Año Exp,0,,,
imgres,linea,Línea,1,,,
imgres,lineaactu,Línea Actuación,1,,,
imgres,origen,Origen,1,,,
imgres,snombrecli,Cliente,0,,,
imgres,subidoftp,subidoftp,1,,,
imgres,ubicacion,Ubicación,0,,,
intervinientes,codigo,Código,0,,,0
intervinientes,codpostal,Código Postal,0,,,0
intervinientes,direccion,Dirección,0,,,0
intervinientes,email,Correo Electrónico,0,,,0
intervinientes,movil,Móvil,0,,,0
intervinientes,nif,NIF,0,,,0
intervinientes,nombre,Nombre,0,,,0
intervinientes,pais,Pais,0,,,0
intervinientes,poblacion,Población,0,,,0
intervinientes,provincia,Provincia,0,,,0
intervinientes,relacion,Tipo Fichero,0,,,0
intervinientes,rol,Rol,0,,,0
intervinientes,telefono1,Teléfono 1,0,,,0
intranetarbol,nombre,Campo Dato Académico,0,,,
Irfp,irpf,IRPF,0,,,
juzgado,codigo,Código,1,,,
juzgado,codpostal,Código Postal,0,0,,1
juzgado,direccion,Dirección,0,0,,1
juzgado,email,Correo Electrónico,0,0,,
juzgado,estado1,Estado 1,0,,,0
juzgado,faseproc,Fase Procedimiento,0,,,1
juzgado,fax,Fax,0,0,,
juzgado,juzgado,Nombre,0,0,,1
juzgado,nacionalidad,Nacionalidad,0,0,,
juzgado,nig,Nig,0,,,1
juzgado,notas,Notas,0,0,rtf,
juzgado,numasunto,Núm Autos,0,,,1
juzgado,numconsignacion,Código de Consignación,0,,,
juzgado,pagweb,Página Web,0,0,,
juzgado,perso1,perso1,1,,,
juzgado,perso10,perso10,1,,,
juzgado,perso2,perso2,1,,,
juzgado,perso3,perso3,1,,,
juzgado,perso4,perso4,1,,,
juzgado,perso5,perso5,1,,,
juzgado,perso6,perso6,1,,,
juzgado,perso7,perso7,1,,,
juzgado,perso8,perso8,1,,,
juzgado,perso9,perso9,1,,,
juzgado,persofecha1,persofecha1,1,,fecha,
juzgado,persofecha2,persofecha2,1,,fecha,
juzgado,persofecha3,persofecha3,1,,fecha,
juzgado,persologic1,persologic1,1,,,
juzgado,persologic2,persologic2,1,,,
juzgado,persologic3,persologic3,1,,,
juzgado,persologic4,persologic4,1,,,
juzgado,persologic5,persologic5,1,,,
juzgado,personum1,personum1,1,,,
juzgado,personum2,personum2,1,,,
juzgado,personum3,personum3,1,,,
juzgado,personum4,personum4,1,,,
juzgado,personum5,personum5,1,,,
juzgado,poblacionjuz,Población,0,0,,1
juzgado,provincia,Provincia,0,0,,1
juzgado,telefono,Teléfono 1,0,0,,1
juzgado,telefono2,Teléfono 2,0,0,,
juzgado,telefono3,Teléfono 3,0,0,,
kits,campo1,Campo Libre 1,0,,,
kits,campo2,Campo Libre 2,0,,,
kits,campo3,Campo Libre 3,0,,,
kits,campo4,Campo Libre 4,0,,,
kits,campo5,Campo Libre 5,0,,,
kits,campo6,Campo Libre 6,0,,,
kits,campo7,Campo Libre 7,0,,,
kits,campo8,Campo Libre 8,0,,,
kits,campofecha1,Campo Fecha Libre 1,0,,fecha,
kits,campofecha2,Campo Fecha Libre 2,0,,fecha,
kits,campofecha3,Campo Fecha Libre 3,0,,fecha,
kits,campofecha4,Campo Fecha Libre 4,0,,fecha,
kits,codigo,Código,0,,,
kits,color,Color,0,,,
kits,descripcion,Descripción,0,,,
kits,familia,Familia,0,,,
kits,fecha,Fecha de Alta,0,,fecha,
kits,margen,Margen,0,,,
kits,notas,Notas,0,,rtf,
kits,orden,Orden,0,,,
kits,preciocoste,Precio Coste,0,,,
kits,preciovenSI,Precio Venta € (Sin IVA),0,,,
kits,referencia,Referencia,0,,,
kits,talla,Talla,0,,,
kits,unidad,Formato,0,,,
lesionad,ciapropia,Compañía Propia,1,,,
lesionad,ciaseguros,Compañía Seguros,0,,,
lesionad,cpostal,Código Postal,0,,,
lesionad,dni,NIF/CIF,0,,,
lesionad,domicilio,Dirección,0,,,
lesionad,fechanac,Fecha Nacimiento,0,,fecha,
lesionad,lesionado,Nombre,0,,,
lesionad,poblacion,Población,0,,,
lesionad,provincia,Provincia,0,,,
lesionad,telefono,Teléfono,0,,,
librogastos,baseimp,Base Imponible,0,,,
librogastos,concepto,Concepto,0,,,
librogastos,ctaacreedor,Cuenta Acreedor,0,,,
librogastos,ctacajabanco,Cuenta Caja/Banco,0,,,
librogastos,ctagasto,Cuenta Gasto,0,,,
librogastos,ctairpf,Cuenta IRPF,0,,,
librogastos,ctaiva,Cuenta IVA/IGIC,0,,,
librogastos,fecha,Fecha,0,,fecha,
librogastos,importeirpf,Importe IRPF,0,,,
librogastos,importeiva,Importe IVA/IGIC,0,,,
librogastos,nombre,Nombre,0,,,
librogastos,numfactura,Núm Factura,0,,,
librogastos,porimpuesto,% IVA/IGIC,0,,,
librogastos,porirpf,% IRPF,0,,,
librogastos,total,Total,0,,,
linecontagastos,baseimponible,Importe,0,,,
linecontagastos,campo1,Campo Libre 1,0,,,
linecontagastos,campo2,Campo Libre 2,0,,,
linecontagastos,campo3,Campo Libre 3,0,,,
linecontagastos,campo4,Campo Libre 4,0,,,
linecontagastos,campo5,Campo Libre 5,0,,,
linecontagastos,campo6,Campo Libre 6,0,,,
linecontagastos,campo7,Campo Libre 7,0,,,
linecontagastos,campo8,Campo Libre 8,0,,,
linecontagastos,campofecha1,Campo Fecha Libre 1,0,,fecha,
linecontagastos,campofecha2,Campo Fecha Libre 2,0,,fecha,
linecontagastos,campofecha3,Campo Fecha Libre 3,0,,fecha,
linecontagastos,campofecha4,Campo Fecha Libre 4,0,,fecha,
linecontagastos,concepto,Descripción,0,,,
linecontagastos,ctagasto,Cuenta Gasto,0,,,
linecontagastos,ctairpf,Cuenta IRPF,0,,,
linecontagastos,ctaiva,Cuenta IVA,0,,,
linecontagastos,ctaivarep,C. IVA Repercutido,0,,,0
linecontagastos,dctolinea,Dcto %,0,,,
linecontagastos,descripnotas,Descripción + Notas,0,,rtf,
linecontagastos,fecha,Fecha,0,,fecha,
linecontagastos,fechafactprevio,Fecha Doc Previo,0,,fecha,
linecontagastos,iprorrata,Prorrata,0,,,0
linecontagastos,lote,Lote,0,,,0
linecontagastos,notas,Notas,0,,rtf,
linecontagastos,notasArt,Notas Artículo,0,,rtf,
linecontagastos,numfactprevio,Núm Doc Previo,0,,,
linecontagastos,porirpf,IRPF %,0,,,
linecontagastos,poriva,IVA/IGIC %,0,,,
linecontagastos,preciounitario,Precio Unidad,0,,,
linecontagastos,refArtGasto,Ref  Artículo,0,,,
linecontagastos,tipo,Tipo Cuenta,0,,,
linecontagastos,TipoDoc,Tipo Doc Previo,0,,,
linecontagastos,totaldctoeuro,Total Dcto,0,,,
linecontagastos,totalirpfeuro,Total IRPF,0,,,
linecontagastos,totalivaeuro,Total IVA/IGIC,0,,,
linecontagastos,totallineaeuro,Total,0,,,
linecontagastos,unidades,Unidades,0,,,
linefact,agrupacion,Agrupación,1,,,
linefact,campo1,Campo Libre 1,0,,,
linefact,campo2,Campo Libre 2,0,,,
linefact,campo3,Campo Libre 3,0,,,
linefact,campo4,Campo Libre 4,0,,,
linefact,campo5,Campo Libre 5,0,,,
linefact,campo6,Campo Libre 6,0,,,
linefact,campo7,Campo Libre 7,0,,,
linefact,campo8,Campo Libre 8,0,,,
linefact,campofecha1,Campo Fecha Libre 1,0,,fecha,
linefact,campofecha2,Campo Fecha Libre 2,0,,fecha,
linefact,campofecha3,Campo Fecha Libre 3,0,,fecha,
linefact,campofecha4,Campo Fecha Libre 4,0,,fecha,
linefact,caratexto,Cara,0,,,
linefact,codarticulo,Código Artículo,0,,,
linefact,codsubusu,Código Usuario,1,,,
linefact,ctairpf,Cuenta IRPF,0,,,
linefact,ctaiva,Cuenta IVA/IGIC,0,,,
linefact,CtaProvSupl,Cuenta Provisión/Suplido,1,,,
linefact,cuotaivasinrec,Cuota IVA Sin Recargo,0,,,
linefact,cuotarec,Cuota Recargo,0,,,
linefact,dcto,Descuento,1,,,
linefact,dctolinea,% Dcto Linea,0,,porciento,
linefact,dctolinea2,% Dcto2,0,,porciento,
linefact,dctotratamiento,% Dcto Tratamiento,0,,porciento,0
linefact,descripcion,Descripción,0,,,
linefact,descripnotas,Descripción + Notas,0,,rtf,
linefact,entrada,Entrada,1,,,
linefact,entradaeuro,Entrada,0,,,
linefact,entradaext,Entradas $,1,,,
linefact,fcambio,Cambio,1,,,
linefact,fechaconcep,Fecha,0,,fecha,
linefact,fechaTratamiento,Fecha Tratamiento,0,,fecha,
linefact,fpreciounitario,Precio Unidad,0,,,
linefact,honocondcto1dcto2,Salida-Dcto1-Dcto2,0,,,
linefact,horafinTratamiento,Hora Fin Tratamiento,0,,hora,
linefact,horainiTratamiento,Hora Ini Tratamiento,0,,hora,
linefact,importe,Importe,0,,,
linefact,importetratamiento,Importe Tratamiento,0,,,0
linefact,inumexpexho,Código,1,,,
linefact,inumfactura,Núm Factura,1,,,
linefact,inumproformarel,Núm Doc Previo,0,,,
linefact,irpf,IRPF,0,,porciento,
linefact,iva,IVA/IGIC,0,,porciento,
linefact,iyear,iyear,1,,,
linefact,linea,Línea,1,,,
linefact,lineacuentas,Línea Cuentas,1,,,
linefact,lote,Lote,1,,,
linefact,nombremascota,Nombre Mascota,0,,,0
linefact,notas,Notas,0,,rtf,
linefact,notasArt,Notas Artículo,0,,rtf,
linefact,numero,Núm  Concepto,0,,,
linefact,numexpediente,Núm Expediente,0,,,
linefact,numvolante,Nº Volante/Referencia,0,,,
linefact,origen,Origen,0,,,
linefact,pacientenombre,Paciente,0,,,
linefact,piezas,Piezas,0,,,
linefact,poriva,% IVA Sin Recargo,0,,porciento,
linefact,porrecargo,% Recargo,0,,porciento,
linefact,preciotratamiento,Precio Tratamiento,0,,,0
linefact,preciounimenosdcto,Precio Unidad-Dcto,0,,,
linefact,refarticulo,Referencia,0,,,
linefact,referenciaart,Ref  Artículo,0,,,
linefact,referenciacuencli,Referencia,0,,,0
linefact,refTratamiento,Ref Tratamiento,0,,,
linefact,salida,Salida,1,,,
linefact,salidaeuro,Salida,0,,,
linefact,salidaext,Salidas $,1,,,
linefact,salidamenosdcto,Salida-Dcto,0,,,
linefact,sdnipac,DNI Paciente,0,,,
linefact,serieLote,Serie,0,,,
linefact,snombrecomercialpac,Nombre Comercial Paciente,0,,,0
linefact,snombrepac,Nombre Paciente,0,,,
linefact,tiempoTratamiento,Tiempo Tratamiento,0,,tiempo,
linefact,tipo,Tipo Cuenta,0,,,
linefact,TipoDoc,Tipo Doc Previo,0,,,
linefact,tipounidad,Ud. Medida,0,,,
linefact,TotalDctoEuro,Total Dcto,0,,,
linefact,TotalEuro,Total,0,,,
linefact,totalirpfeuro,Total IRPF,0,,,
linefact,totalirpfext,Total IRPF $,1,,,
linefact,totalivaeuro,Total IVA/IGIC,0,,,
linefact,totalivaext,Total IVA $,1,,,
linefact,ubicacion,Ubicación,1,,,
linefact,unidades,Unidades,0,,,
linefact,usuario,Usuario,0,,,
linefact,V_IMAGEN1,Imagen Artículo,0,,,
linefact,V_IMAGEN2,Gráfico Odontograma,0,,,
linefact,yearfact,Año Factura,1,,,
linefact,yearproformarel,Año Doc Previo,0,,,
linefactdescuento,agrupacion,Agrupación,1,,,
linefactdescuento,codsubusu,Código Usuario,1,,,
linefactdescuento,ctairpf,Cuenta IRPF,0,,,
linefactdescuento,ctaiva,Cuenta IVA/IGIC,0,,,
linefactdescuento,CtaProvSupl,Cuenta Provisión/Suplido,1,,,
linefactdescuento,descripcion,Descripción,0,,,
linefactdescuento,entradaeuro,Entrada,0,,,
linefactdescuento,fechaconcep,Fecha,0,,fecha,
linefactdescuento,inumexpexho,Código,1,,,
linefactdescuento,inumfactura,Núm Factura,0,,,
linefactdescuento,irpf,IRPF,0,,,
linefactdescuento,iva,IVA/IGIC,0,,,
linefactdescuento,iyear,iyear,1,,,
linefactdescuento,linea,Línea,1,,,
linefactdescuento,lineacuentas,Línea Cuentas,1,,,
linefactdescuento,origen,Origen,0,,,
linefactdescuento,salidaeuro,Salida,0,,,
linefactdescuento,tipo,Tipo Cuenta,0,,,
linefactdescuento,TotalEuro,Total,0,,,
linefactdescuento,totalirpfeuro,Total IRPF,0,,,
linefactdescuento,totalivaeuro,Total IVA/IGIC,0,,,
linefactdescuento,yearfact,Año Factura,1,,,
linefactrecequi,importe,Importe,0,,,
linefactrecequi,ivarec,IvaRec,0,,,
linefactrecequi,rec,Rec,0,,,
linefactrecequi,totalivasinrec,TotalIvaRec,0,,,
linefactrecequi,totalrec,TotalRec,0,,,
lineprevcobros,baseimp,Importe,0,,,
lineprevcobros,concepto,Concepto,0,,,
lineprevcobros,fecha,Fecha,0,,fecha,
lineprevcobros,fimportedcto,Total Dcto,1,,,
lineprevcobros,fpreciounitario,Precio Unitario,0,,,
lineprevcobros,importebaseimpmenosdcto,Base Imponible,0,,,0
lineprevcobros,importedctocalculado,Total Dcto,0,,,0
lineprevcobros,irpf,Total Irpf,0,,,
lineprevcobros,iva,Total Iva,0,,,
lineprevcobros,notas,Notas,0,,rtf,
lineprevcobros,pacientenombre,Paciente,0,,,
lineprevcobros,pordctolinea,% Dcto,0,,,
lineprevcobros,total,Total,0,,,
lineprevcobros,unidades,Unidades,0,,,
lineprof,agrupacion,Agrupación,1,,,
lineprof,campo1,Campo Libre 1,0,,,
lineprof,campo2,Campo Libre 2,0,,,
lineprof,campo3,Campo Libre 3,0,,,
lineprof,campo4,Campo Libre 4,0,,,
lineprof,campo5,Campo Libre 5,0,,,
lineprof,campo6,Campo Libre 6,0,,,
lineprof,campo7,Campo Libre 7,0,,,
lineprof,campo8,Campo Libre 8,0,,,
lineprof,campofecha1,Campo Fecha Libre 1,0,,fecha,
lineprof,campofecha2,Campo Fecha Libre 2,0,,fecha,
lineprof,campofecha3,Campo Fecha Libre 3,0,,fecha,
lineprof,campofecha4,Campo Fecha Libre 4,0,,fecha,
lineprof,caratexto,Cara,0,,,
lineprof,codarticulo,Código Artículo,0,,,
lineprof,codsubusu,Código Usuario,1,,,
lineprof,ctairpf,Cuenta IRPF,0,,,
lineprof,ctaiva,Cuenta IVA/IGIC,0,,,0
lineprof,CtaProvSupl,Cuenta Provisión/Suplido,1,,,
lineprof,cuotaivasinrec,Cuota IVA Sin Recargo,0,,,0
lineprof,cuotarec,Cuota Recargo,0,,,
lineprof,dcto,Descuento,1,,,
lineprof,dctolinea,% Dcto Linea,0,,porciento,
lineprof,dctolinea2,% Dcto2,0,,porciento,
lineprof,dctotratamiento,% Dcto Tratamiento,0,,porciento,0
lineprof,descripcion,Descripción,0,,,
lineprof,descripnotas,Descripción + Notas,0,,rtf,
lineprof,entrada,Entrada,1,,,
lineprof,entradaeuro,Entrada,0,,,
lineprof,entradaext,Entradas $,1,,,
lineprof,fcambio,Cambio,1,,,
lineprof,fechaconcep,Fecha,0,,fecha,
lineprof,fechaTratamiento,Fecha Tratamiento,0,,fecha,
lineprof,fpreciounitario,Precio Unidad,0,,,
lineprof,honocondcto1dcto2,Salida-Dcto1-Dcto2,0,,,
lineprof,horafinTratamiento,Hora Fin Tratamiento,0,,hora,
lineprof,horainiTratamiento,Hora Ini Tratamiento,0,,hora,
lineprof,importe,Importe,0,,,
lineprof,importetratamiento,Importe Tratamiento,0,,,0
lineprof,inumexpexho,Código,1,,,
lineprof,inumfactura,Núm Factura,1,,,
lineprof,inumproformarel,Núm Doc Previo,0,,,
lineprof,irpf,IRPF,0,,porciento,
lineprof,iva,IVA/IGIC,0,,porciento,
lineprof,iyear,iyear,1,,,
lineprof,linea,Línea,1,,,
lineprof,lineacuentas,Línea Cuentas,1,,,
lineprof,lote,Lote,1,,,
lineprof,notas,Notas,0,,rtf,
lineprof,notasArt,Notas Artículo,0,,rtf,
lineprof,numero,Núm  Concepto,0,,,
lineprof,origen,Origen,0,,,
lineprof,pacientenombre,Paciente,0,,,
lineprof,piezas,Piezas,0,,,
lineprof,poriva,% IVA Sin Recargo,0,,porciento,0
lineprof,porrecargo,% Recargo,0,,porciento,
lineprof,preciotratamiento,Precio Tratamiento,0,,,0
lineprof,preciounimenosdcto,Precio Unidad-Dcto,0,,,
lineprof,refarticulo,Referencia,0,,,
lineprof,referenciaart,Ref  Artículo,0,,,
lineprof,referenciacuencli,Referencia ,0,,,0
lineprof,refTratamiento,Ref Tratamiento,0,,,
lineprof,salida,Salida,1,,,
lineprof,salidaeuro,Salida,0,,,
lineprof,salidaext,Salidas $,1,,,
lineprof,salidamenosdcto,Salida-Dcto,0,,,
lineprof,tiempoTratamiento,Tiempo Tratamiento,0,,tiempo,
lineprof,tipo,Tipo Cuenta,0,,,
lineprof,TipoDoc,Tipo Doc Previo,0,,,
lineprof,tipounidad,Ud. Medida,0,,,
lineprof,TotalDctoEuro,Total Dcto,0,,,
lineprof,TotalEuro,Total,0,,,
lineprof,totalirpfeuro,Total IRPF,0,,,
lineprof,totalirpfext,Total IRPF $,1,,,
lineprof,totalivaeuro,Total IVA/IGIC,0,,,0
lineprof,totalivaext,Total IVA $,1,,,0
lineprof,ubicacion,Ubicación,1,,,
lineprof,unidades,Unidades,0,,,
lineprof,usuario,Usuario,0,,,
lineprof,V_IMAGEN1,Imagen Artículo,0,,,
lineprof,V_IMAGEN2,Gráfico Odontograma,0,,,
lineprof,yearfact,Año Factura,1,,,
lineprof,yearproformarel,Año Doc Previo,0,,,
lineprofdescuento,agrupacion,Agrupación,1,,,
lineprofdescuento,codsubusu,Código Usuario,1,,,
lineprofdescuento,ctairpf,Cuenta IRPF,0,,,
lineprofdescuento,ctaiva,Cuenta IVA/IGIC,0,,,
lineprofdescuento,CtaProvSupl,Cuenta Provisión/Suplido,1,,,
lineprofdescuento,descripcion,Descripción,0,,,
lineprofdescuento,entradaeuro,Entrada,0,,,
lineprofdescuento,fechaconcep,Fecha,0,,fecha,
lineprofdescuento,inumexpexho,Código,1,,,
lineprofdescuento,inumfactura,Núm Factura,0,,,
lineprofdescuento,irpf,IRPF,0,,,
lineprofdescuento,iva,IVA/IGIC,0,,,
lineprofdescuento,iyear,iyear,1,,,
lineprofdescuento,linea,Línea,1,,,
lineprofdescuento,lineacuentas,Línea Cuentas,1,,,
lineprofdescuento,origen,Origen,0,,,
lineprofdescuento,salidaeuro,Salida,0,,,
lineprofdescuento,tipo,Tipo Cuenta,0,,,
lineprofdescuento,TotalEuro,Total,0,,,
lineprofdescuento,totalirpfeuro,Total IRPF,0,,,
lineprofdescuento,totalivaeuro,Total IVA/IGIC,0,,,
lineprofdescuento,yearfact,Año Factura,1,,,
lineprofrecequi,importe,Importe,0,,,
lineprofrecequi,ivarec,IvaRec,0,,,
lineprofrecequi,rec,Rec,0,,,
lineprofrecequi,totalivasinrec,TotalIvaRec,0,,,
lineprofrecequi,totalrec,TotalRec,0,,,
linereme,bicswift,Código BIC/SWIFT,0,,,
linereme,bproformarel,Pro forma,1,,,
linereme,codpostal,Código Postal,0,,,
linereme,codsubusu,Código Usuario,0,,,
linereme,codsubusuproformarel,Usuario Pro forma,1,,,
linereme,concepto,Concepto,0,,,
linereme,cuentabanco,Cuenta Banco,0,,,
linereme,domicilio,Domicilio,0,,,
linereme,factura,Factura,0,,,
linereme,fecha,Fecha,0,,fecha,
linereme,fechaalta,Fecha Alta Cliente,0,,fecha,
linereme,fechaimpagado,Fecha Impago,0,,fecha,
linereme,fechalib,F Alta,0,,fecha,
linereme,fechaven,F Vencimiento,0,,fecha,
linereme,fmandato,Fecha Mandato,0,,,
linereme,iban,IBAN,0,,,
linereme,impagado,Impagado,0,,,
linereme,importe,Importe,0,,,
linereme,inumproformarel,Núm Pro forma,1,,,
linereme,linea,Línea,0,,,
linereme,nif,NIF/CIF,0,,,
linereme,nmandato,Número Mandato,0,,,
linereme,nombre,Nombre,0,,,
linereme,nrecibo,Núm Recibo,0,,,
linereme,poblacion,Población,0,,,
linereme,Selec,Selec,1,,,
linereme,serie,Serie,0,,,
linereme,tadeudo,Tipo Adeudo,0,,,
linereme,tipoimpago,Estado Impagado,0,,,
linereme,tipologia1,Tipologias Recibo 1,1,,,
linereme,tipologia2,Tipologias Recibo 2,1,,,
linereme,tipologia3,Tipologias Recibo 3,1,,,
linereme,tipologiarecibo,Tipología Recibo,0,,,0
linereme,tipoproformarel,Tipo Pro forma,1,,,
linereme,yearfact,Año Factura,0,,,
linereme,yearproformarel,Año Pro forma,1,,,
mayordiario,acumulado,Saldo,0,,,
mayordiario,asiver,Asiento,0,,,
mayordiario,comentario,Comentario,0,,,
mayordiario,contrapartida,Contrarpartida,0,,,
mayordiario,cta,Núm Cta,0,,,
mayordiario,debe,Debe,0,,,
mayordiario,expediente,Núm Exp,0,,,
mayordiario,fecha,Fecha,0,,fecha,
mayordiario,haber,Haber,0,,,
mayordiario,iyear,Año,0,,,
mayordiario,observaciones,Observaciones,0,,,
mayordiario,tipoexp,Tipo de Expediente,0,,,
mediaobjetivosPersonales,notamedia,Nota Media,0,,,0
