idfiltro,idtipogestor,nombre,imagen,texto,usarForm,consultaSql,tipoFiltro,campo,winform,webpage,dinamico,subTipo,orden,tabla,grupo,descripcion,campoVisualizacion,usarEtiquetasIni,desglosable,nivelFiltro,otroscampos,valorDefecto,verFiltroDefecto,partesqlfiltro,filtroDataTable,disponible
4018,40,Clase Tarea,,Clase Tarea,0,SELECT valor FROM combovalores WHERE tabla like 'oporcliserv' AND campo like 'clase',0,clase,,,0,2,7,0,,,,0,,0,,,0,,,1
4019,40,Estado Tarea,,Estado Tarea,0,SELECT valor FROM combovalores WHERE tabla like 'oporcliserv' AND campo like 'estadoopor',0,estadoTarea,,,0,2,8,0,,,,0,,0,,,0,,,1
4020,40,Descripción Expediente,,ExpDescripcionExp,0,,0,descripcion,,,0,1,9,0,,Descripción Expediente,,1,,0,,,1,,,1
4021,1,Tipo Coste/Hora,,Tipo Coste/Hora,0,,0,descriptarifa,,,0,1,13,0,,Tipo Coste/Hora,bmostrartarifacoste,0,,0,,,0,,,1
4022,40,Tipo Coste/Hora,,Tipo Coste/Hora,0,,0,descriptarifa,,,0,1,7,0,,Tipo Coste/Hora,bmostrartarifacoste,0,,0,,,1,,,1
4023,40,centro,,CentrosSingular,,"select id, sdescripcion from centrospredef",0,idcentros,,,,2,3,,,Centro,bvercentros,1,,0,,,0,,,1
4024,40,1,,Campo de perfil 1,,,0,,,,,0,4,,Perfil,,,0,,0,,,0,,,1
4025,40,2,,Campo de perfil 2,,,0,,,,,0,5,,Perfil,,,0,,0,,,0,,,1
4026,40,3,,Campo de perfil 3,,,0,,,,,0,6,,Perfil,,,0,,0,,,0,,,1
4027,40,4,,Campo de perfil 4,,,0,,,,,0,7,,Perfil,,,0,,0,,,0,,,1
4028,40,5,,Campo de perfil 5,,,0,,,,,0,8,,Perfil,,,0,,0,,,0,,,1
4029,40,6,,Campo de perfil 6,,,0,,,,,0,9,,Perfil,,,0,,0,,,0,,,1
4030,40,7,,Campo de perfil 7,,,0,,,,,0,10,,Perfil,,,0,,0,,,0,,,1
4031,40,8,,Campo de perfil 8,,,0,,,,,0,11,,Perfil,,,0,,0,,,0,,,1
4032,40,9,,Campo de perfil 9,,,0,,,,,0,12,,Perfil,,,0,,0,,,0,,,1
4033,40,10,,Campo de perfil 10,,,0,,,,,0,13,,Perfil,,,0,,0,,,0,,,1
4034,40,11,,Campo de perfil 11,,,0,,,,,0,14,,Perfil,,,0,,0,,,0,,,1
4035,40,12,,Campo de perfil 12,,,0,,,,,0,15,,Perfil,,,0,,0,,,0,,,1
4036,40,13,,Campo de perfil 13,,,0,,,,,0,16,,Perfil,,,0,,0,,,0,,,1
4037,40,14,,Campo de perfil 14,,,0,,,,,0,17,,Perfil,,,0,,0,,,0,,,1
4038,40,15,,Campo de perfil 15,,,0,,,,,0,18,,Perfil,,,0,,0,,,0,,,1
4039,40,16,,Campo de perfil 16,,,0,,,,,0,19,,Perfil,,,0,,0,,,0,,,1
4040,40,17,,Campo de perfil 17,,,0,,,,,0,20,,Perfil,,,0,,0,,,0,,,1
4041,40,18,,Campo de perfil 18,,,0,,,,,0,21,,Perfil,,,0,,0,,,0,,,1
4042,40,19,,Campo de perfil 19,,,0,,,,,0,22,,Perfil,,,0,,0,,,0,,,1
4043,40,20,,Campo de perfil 20,,,0,,,,,0,23,,Perfil,,,0,,0,,,0,,,1
4044,40,21,,Campo de perfil 21,,,0,,,,,0,24,,Perfil,,,0,,0,,,0,,,1
4045,40,22,,Campo de perfil 22,,,0,,,,,0,25,,Perfil,,,0,,0,,,0,,,1
4046,40,23,,Campo de perfil 23,,,0,,,,,0,26,,Perfil,,,0,,0,,,0,,,1
4047,40,24,,Campo de perfil 24,,,0,,,,,0,27,,Perfil,,,0,,0,,,0,,,1
4048,40,25,,Campo de perfil 25,,,0,,,,,0,28,,Perfil,,,0,,0,,,0,,,1
4049,40,26,,Campo de perfil 26,,,0,,,,,0,29,,Perfil,,,0,,0,,,0,,,1
4050,40,27,,Campo de perfil 27,,,0,,,,,0,30,,Perfil,,,0,,0,,,0,,,1
4051,40,28,,Campo de perfil 28,,,0,,,,,0,31,,Perfil,,,0,,0,,,0,,,1
4052,40,29,,Campo de perfil 29,,,0,,,,,0,32,,Perfil,,,0,,0,,,0,,,1
4053,40,30,,Campo de perfil 30,,,0,,,,,0,33,,Perfil,,,0,,0,,,0,,,1
4054,40,31,,Campo de perfil 31,,,0,,,,,0,34,,Perfil,,,0,,0,,,0,,,1
4055,40,32,,Campo de perfil 32,,,0,,,,,0,35,,Perfil,,,0,,0,,,0,,,1
4056,40,33,,Campo de perfil 33,,,0,,,,,0,36,,Perfil,,,0,,0,,,0,,,1
4057,40,34,,Campo de perfil 34,,,0,,,,,0,37,,Perfil,,,0,,0,,,0,,,1
4058,40,35,,Campo de perfil 35,,,0,,,,,0,38,,Perfil,,,0,,0,,,0,,,1
4059,40,36,,Campo de perfil 36,,,0,,,,,0,39,,Perfil,,,0,,0,,,0,,,1
4060,40,37,,Campo de perfil 37,,,0,,,,,0,40,,Perfil,,,0,,0,,,0,,,1
4061,40,38,,Campo de perfil 38,,,0,,,,,0,41,,Perfil,,,0,,0,,,0,,,1
4062,40,39,,Campo de perfil 39,,,0,,,,,0,42,,Perfil,,,0,,0,,,0,,,1
4063,40,40,,Campo de perfil 40,,,0,,,,,0,43,,Perfil,,,0,,0,,,0,,,1
4064,40,41,,Campo de perfil 41,,,0,,,,,0,44,,Perfil,,,0,,0,,,0,,,1
4065,40,42,,Campo de perfil 42,,,0,,,,,0,45,,Perfil,,,0,,0,,,0,,,1
4066,40,43,,Campo de perfil 43,,,0,,,,,0,46,,Perfil,,,0,,0,,,0,,,1
4067,40,44,,Campo de perfil 44,,,0,,,,,0,47,,Perfil,,,0,,0,,,0,,,1
4068,40,45,,Campo de perfil 45,,,0,,,,,0,48,,Perfil,,,0,,0,,,0,,,1
4069,40,horaalta,,Hora Tarea,,o.horaalta,0,horaalta,,,,9,50,,,,,,,0,,,0,,,1
4070,40,creadopor,,Creado por,,"select icodsubusu, nombre, estadocli 
		from [[instancia]advabousu[empresa]].dbo.subusu 
		left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1",0,creadopor,,,,2,52,,,Creado por,,0,,0,,,0,,,1
4071,40,tiemporespuesta,,Tiempo Respuesta,,respuesta,0,respuesta,,,,11,53,,,,,0,,0,,,0,,,1
4072,40,tiempoprev,,Tiempo Previsto,,,0,tiempoprev,,,,7,54,,,,,,,0,,,0,,,1
4073,40,fechainiprev,,fechainiprev,,,2,fechainiprev,,,,0,55,,,oporcliserv,,2,,0,,,0,,,1
4074,40,fechafinprev,,fechafinprev,,,2,fechafinprev,,,,0,56,,,oporcliserv,,2,,0,,,0,,,1
4075,40,sumTiempoTR,,Tiempo Realizado,,,0,sumTiempoTR,,,,7,59,,,,bVerTimeReport,,,0,,,0,,,1
4076,40,Puntos,,Puntos,,select puntos BETWEEN {puntos} AND {puntos},0,puntos,,,,3,60,,,Puntos,,0,,0,,,0,,,1
4077,40,ApoyoResponsable,,Apoyo Responsable,,"select icodsubusu, nombre, estadocli 
		from [[instancia]advabousu[empresa]].dbo.subusu 
		left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1",0,codusuapoyo,,,,2,61,,,Apoyo Responsable,,0,,0,,,0,,,1
4078,40,base datos,datos.png,Base Datos,,,0,,,,,5,62,,,Base Datos,,0,,0,,,0,,,1
4079,40,usuariooportunidad,user.png,TareaUsu,,"select icodsubusu, nombre, estadocli 
		from [[instancia]advabousu[empresa]].dbo.subusu 
		left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1",0,subusu,,,,2,63,,,Usuario Tarea,,1,,0,,,1,,,1
4080,40,oportunidades,a.png,Descripción,,,0,oportunidad,,,,1,68,,,Descripción de Tarea,,0,,0,,,0,,,1
4081,40,tipooportunidad,a.png,Tipo,,SELECT valor FROM combovalores WHERE tabla like 'oporcliserv' AND campo like 'tipo',0,tipo,,,,2,70,,,Tipo Tarea,,0,,0,,,1,,,1
4082,40,edad,,Edad,,,0,edad,,,,3,71,,,Edad,,0,,0,,,0,,,1
4083,40,fecha alta,,Fecha Tarea,,,0,dfecha,,,,6,72,,,Fecha Alta,,0,,0,,,0,,,1
4084,40,etapa,a.png,Etapa,,SELECT valor FROM combovalores WHERE tabla like 'oporcliserv' AND campo like 'etapa',0,etapa,,,,2,73,,,Etapa,,0,,0,,,1,,,1
4085,40,estado,a.png,Estado,,SELECT valor FROM combovalores WHERE tabla like 'oporcli' AND campo like 'estadoopor',0,estadotarea,,,,1,74,,,Estado,,0,,0,,,1,,,1
4086,40,nacionalidad,a.png,Nacionalidad,,select valor from combovalores where tabla = 'clientes' and campo = 'Nacionalidad',0,nacionalidad,,,,1,75,,,Nacionalidad,,0,,0,,,0,,,1
4087,40,fuente,a.png,Fuente,,SELECT * FROM combovalores WHERE tabla like 'oporcliserv' AND campo like 'fuente',0,fuente,,,,1,76,,,Fuente,,0,,0,,,0,,,1
4088,40,fecha,calendar.png,fechacierre,,,0,fechacierre,,,,6,77,,,oporcli,,2,,0,,,0,,,1
4089,40,fecha alta cliente,,Fecha Alta Cliente,,,0,fechaalta,,,,6,79,,,Fecha Alta Cliente,,0,,0,,,0,,,1
4090,40,departamento,,Departamento,,"SELECT valor 
		from [[instancia]advabousu[empresa]].dbo.combovalores 
		WHERE tabla like 'clientes' and campo like 'dpto'",0,departamento,,,,1,80,,,Departamento trabajador,,0,,0,,,0,,,1
4091,40,captador,a.png,Campo17,,SELECT descripcion FROM actuopor WHERE campo = 1 and indice = 0,0,campo17,,,,1,81,,,oporcliserv,verCampo17opor,2,,0,,,0,,,1
4092,40,Estado Cliente,,Estado Cliente,,"SELECT estado, entidad FROM [[instancia]advabousu[empresa]].dbo.Estados WHERE entidad like 'clientes_%'",0,estadocli,,,,2,106,,,Estado Cliente,,0,,0,,,0,,,1
4093,40,clase,a.png,Clase,,SELECT valor FROM combovalores WHERE tabla like 'oporcliserv' AND campo like 'clase',0,clase,,,,1,108,,,Clase,,0,,0,,,0,,,1
4094,40,sprint,a.png,Sprint,,SELECT valor FROM combovalores WHERE tabla like 'oporcliserv' AND campo like 'sprint',0,sprint,,,,1,109,,,Sprint,,0,,0,,,0,,,1
4095,40,clientes,user2.png,Clientes,,"select icodcli, snombrecli from clientes where tipobd = 0",0,icodcli,,,,2,64,,,Clientes,,0,,0,,,1,,,1
4096,40,Alumnos,,EtiqAlumnosProp,,"select icodcli, snombrecli from clientes where tipobd = 5",0,icodcli,,,,2,65,,,Alumnos,bveralumno,1,,0,,,0,,,1
4097,40,clientespotenciales,user3.png,Potenciales,,"select icodcli, snombrecli from clientes where tipobd = 2",0,icodcli,,,,2,66,,,Clientes Potenciales,,0,,0,,,0,,,1
4098,40,terceros,user3.png,EtiqTercerosProp,,"select icodcli, snombrecli from clientes where tipobd = 3",0,icodcli,,,,2,67,,,EtiqTercerosProp,,1,,0,,,0,,,1
4099,40,Trabajadores,,Trabajadores,,"SELECT DISTINCT icodopor 
		FROM oporusu 
		LEFT JOIN subusu S ON oporusu.icodsubusu = S.icodsubusu
		LEFT JOIN clientes C ON S.icodsubusu = C.codsubusu AND C.tipobd=1
		WHERE 
			C.icodcli IN ({C.icodcli}) 
			AND
			S.icodsubusu IN ({S.icodsubusu})
			AND
			C.snombrecli LIKE '%{C.snombrecli}%'
			AND 
			C.estadoCli LIKE '%{C.estadoCli}%'
			AND
			C.fechaalta BETWEEN '{C.fechaalta}' AND '{C.fechaalta}'
			AND
			C.tipofichero LIKE '%{C.tipofichero}%'",0,icodopor,GestorConsultas.OtrosFiltros.frmFiltrarOtros,,,4,107,,grupoTrabajadores,Trabajadores,,0,,0,,,0,,,1
4100,40,Historial,,Historial,,"SELECT DISTINCT icodopor
	FROM segcli S
	LEFT JOIN estadosCita EC ON EC.id = S.idEstadoCita
	WHERE 
		S.sactuacion LIKE '%{S.sactuacion}%'
	AND
		S.subusu = {S.subusu} 
	AND 
		S.dfechaact BETWEEN '{S.dfechaact}' AND '{S.dfechaact}'
	AND
		S.fecharealizacion BETWEEN '{S.fecharealizacion}' AND '{S.fecharealizacion}'
	AND
		S.tipo LIKE '%{S.tipo}%'
	AND
		ISNULL(S.acturealizada, 0) = {ISNULL(S.acturealizada, 0)}
	AND
		EC.descripcion IN ('{EC.descripcion}') OR (EC.descripcion is NULL AND 'Sin Estado' IN ('{EC.descripcion}'))",0,icodopor,GestorConsultas.OtrosFiltros.frmFiltrarOtros,,,4,105,,Multiples,Historial,bveractuopor,0,,0,,,1,,,1
4101,40,fechaseguimiento,,Fecha Seguimiento,,,2,fechaseguimiento,,,,0,106,,,,,0,,0,,,0,,,1
4102,40,fechacreacion,,Fecha Creación,,,2,fechacreacion,,,,0,107,,,,,0,,0,,,0,,,1
4103,40,Expedientes,,ExpTitulo,,,0,idexp,,,,2,108,,,,,1,,0,,,1,,,1
4104,52,dfecha,,dfecha,,,2,dfecha,,,,0,0,,,oporclipedido,,2,,0,,,1,,,1
4105,52,fechafinprev,,fechafinprev,,,2,fechafinprev,,,,0,1,,,oporclipedido,,2,,0,,,1,,,1
4106,52,fechacierre,,fechacierre,,,2,fechacierre,,,,0,2,,,oporclipedido,,2,,0,,,1,,,1
4107,51,fechaalta,,Fecha Creación,0,,2,fechaalta,,,0,0,8,0,,Fecha Alta,,0,,0,,,1,,,1
4108,51,Base Datos,,Base de Datos,0,,0,,,,0,5,0,0,,Base de Datos,,0,,0,,,0,,,1
4110,51,fechaliquidacion,,Fecha Pago,0,,2,fechaliquidacion,,,0,0,8,0,,Fecha Liquidación,,0,,0,,,1,,,1
4111,6,Ref. Propia,,Ref. Propia,,,0,srefabogado,,,,1,200,,,,,0,,0,,,0,,,1
4112,25,Nº Factura Oficial,,Nº Factura Oficial,,,0,inumfacturada,,,,3,200,,,,,0,,0,,,0,,,1
4113,25,fechaFactura,,Fecha Factura Oficial,,,2,fechaFactura,,,,6,200,,,,,0,,0,,,0,,,1
4114,26,Nº Factura Oficial,,Nº Factura Oficial,,,0,inumfacturada,,,,3,200,,,,,0,,0,,,0,,,1
4115,26,fechaFactura,,Fecha Factura Oficial,,,2,fechaFactura,,,,6,200,,,,,0,,0,,,0,,,1
4116,27,Nº Factura Oficial,,Nº Factura Oficial,,,0,inumfacturada,,,,3,200,,,,,0,,0,,,0,,,1
4117,27,fechaFactura,,Fecha Factura Oficial,,,2,fechaFactura,,,,6,200,,,,,0,,0,,,0,,,1
4118,28,Nº Factura Oficial,,Nº Factura Oficial,,,0,inumfacturada,,,,3,200,,,,,0,,0,,,0,,,1
4119,28,fechaFactura,,Fecha Factura Oficial,,,2,fechaFactura,,,,6,200,,,,,0,,0,,,0,,,1
4120,29,Nº Factura Oficial,,Nº Factura Oficial,,,0,inumfacturada,,,,3,200,,,,,0,,0,,,0,,,1
4121,29,fechaFactura,,Fecha Factura Oficial,,,2,fechaFactura,,,,6,200,,,,,0,,0,,,0,,,1
4122,1,Leído,green_check.png,Actu. Leídas,,leido = 1,0,leido,,,0,0,136,0,actuleida,Actuación Leída,bVerLeidoSeg,0,,0,,,0,,,1
4124,52,Proveedor,,Proveedor,,,0,nombreProveedor,,,,1,0,,,,,0,,0,,,1,,,1
4125,52,Asociado a,,Asociado a,,,0,nombreAsociado,,,,1,1,,,,,0,,0,,,1,,,1
4126,52,Descripción,,Descripción,,,0,oportunidad,,,,1,2,,,,,0,,0,,,1,,,1
4127,52,etapa,,etapa,,,0,etapa,,,,1,3,,,oporclipedido,,2,,0,,,1,,,1
4128,52,Estado,,Estado,,,0,estado,,,,1,4,,,,,0,,0,,,1,,,1
4129,52,Tipo,,Tipo,,,0,tipo,,,,1,5,,,,,0,,0,,,1,,,1
4130,52,Usuario,,cliUsuario,,"select icodsubusu, nombre from [[instancia]advabousu[empresa]].dbo.subusu",0,codigoUsuario,,,,2,6,,,,,1,,0,,,1,,,1
4131,22,Conceptos,,Conceptos,,,0,conceptos,,,,1,34,,,,,0,,0,,,0,,,1
4132,52,Facturada,,Facturada,,numfactura is not null,0,numfactura,,,,0,7,,,,,0,,0,,,1,,,1
4133,52,No Facturada,,No Facturada,,numfactura is null,0,numfactura,,,,0,8,,,,,0,,0,,,1,,,1
4134,51,concepto,,Concepto,0,,0,concepto,,,0,1,2,0,,Concepto de Comisión,,0,,0,,,1,,,1
4135,51,expediente,,ExpTitulo2,0," select inumexp, expediente, descripcion, convert(varchar(50), inumexp) + '|' +  convert(varchar(50), iyear) as valor , iyear  from expedien ",0,idexp,,,0,2,1,0,,Expedientes,,1,,0,,,1,,,1
4136,51,comisionista,,Comisionista,0,"select icodcli, snombrecli from clientes where tipobd in (1,3,9)",0,icodcli,,,0,2,3,0,,Comisionistas,,0,,0,,,1,,,1
4137,51,estado,,Estado,0,"select numero, estado from (values (0, 'Pendiente'), (1, 'Anulada'), (2, 'Pagada')) as estados(numero, estado)",0,estado,,,0,2,4,0,,Estado,,0,,0,,,1,,,1
4138,51,tipo,,Tipo,0,"select numero, tipo from (values (0, 'Cobro'), (1, 'Factura'), (2, 'Manual')) as tipos(numero, tipo)",0,itipo,,,0,2,4,0,,Tipo Liquidación,,0,,0,,,1,,,1
4139,22,tipofichero,,Tipo Cliente,0,,0,tipofichero,,,0,1,35,0,,,,0,,0,,,0,,,1
4140,25,tipofichero,,Tipo Cliente,0,,0,tipofichero,,,0,1,201,0,,,,0,,0,,,0,,,1
4141,26,tipofichero,,Tipo Cliente,0,,0,tipofichero,,,0,1,201,0,,,,0,,0,,,0,,,1
4142,27,tipofichero,,Tipo Cliente,0,,0,tipofichero,,,0,1,201,0,,,,0,,0,,,0,,,1
4143,28,tipofichero,,Tipo Cliente,0,,0,tipofichero,,,0,1,201,0,,,,0,,0,,,0,,,1
4144,29,tipofichero,,Tipo Cliente,0,,0,tipofichero,,,0,1,201,0,,,,0,,0,,,0,,,1
4146,6,Cta Cobro,,Cuenta Cobro,,,0,ctacobrado,,,,1,202,,,,bverContPGC,0,,0,,,0,,,1
4147,22,Tipología 1,,Tipología 1,,select valor from combovalores where campo like 'tipologia1'  and tabla like 'facturacionEmitida',0,tipología1,,,,2,36,,,Tipología 1 Factura,bvertipologia1,0,,0,,,0,,,1
4148,22,Tipología 2,,Tipología 2,,select valor from combovalores where campo like 'tipologia2' and tabla like 'facturacionEmitida',0,tipología2,,,,2,37,,,Tipología 2 Factura,bvertipologia2,0,,0,,,0,,,1
4149,22,Tipología 3,,Tipología 3,,select valor from combovalores where campo like 'tipologia3' and tabla like 'facturacionEmitida',0,tipología3,,,,2,38,,,Tipología 3 Factura,bvertipologia3,0,,0,,,0,,,1
4150,1,Comunicado MN,,Comunicado MN,,comunicadomn = 1,0,comunicadomn,,,,0,11,,comunicadomn,,bVerComunicaciones,0,,0,,,0,,,1
4151,1,No Comunicado MN,,No Comunicado MN,,comunicadomn IS NULL,0,comunicadomn,,,,0,138,,comunicadomn,,bVerComunicaciones,0,,0,,,0,,,1
4152,41,performance,,Performance Hoy,0,,0,performance,,,0,3,20,0,,Performance Hoy,esCrmInterno,0,,0,,,0,,,1
4153,6,Facturar,,Facturar,0,facturar = 1,0,facturar,,,0,0,44,0,facturar,Facturar,,0,,0,,,0,,,1
4154,6,No Facturar,,No Facturar,0,facturar = 0 or facturar is null,0,facturar,,,0,0,45,0,facturar,No Facturar,,0,,0,,,0,,,1
4155,41,nombreperformance,,Performance,0,,0,nombreperformance,,,0,1,21,0,,Performance,esCrmInterno,0,,0,,,0,,,1
4156,40,HoraInicio,,Hora Inicio,0,,0,"horainiact,horafinact",,,0,9,3,0,,,,0,,0,,,1,,,1
4157,40,HoraFin,,Hora Fin,0,,0,"horainiact,horafinact",,,0,9,3,0,,,,0,,0,,,1,,,1
4158,40,Tiempo,,Tiempo,0,,0,tiempo,,,0,7,,0,,,,0,,0,,,0,,,1
4159,6,Tipo Expedientes,,EtiqTipoExpediente,0,"select codigo, tipoexp from [[instancia]advabousu[empresa]].dbo.tipoexp",0,itipoexp,,,0,2,6,0,,Tipo Expedientes,,1,,0,,,0,,,1
4160,2,fechacomision,,Fecha Comisión,,,0,fechacomision,,,,6,122,,,oporcli,bVerComisiones,0,,0,,,0,,,1
4161,2,tipocomision,,Tipo Comisión,,SELECT descripcion FROM [[instancia]advabousu[empresa]].dbo.comisionTipoOpor,0,descripciontipocomision,,,,2,123,,,Tipo Comisión,bVerComisiones,0,,0,,,0,,,1
4162,51,descripcionOport,,OporDescrip,,opor.oportunidad,0,oportunidad,,,,1,5,,,Descripción Oportunidad,bvercontroloportunidad,1,,0,,,0,,,1
4163,51,tipoOportunidad,,OporTipo,,opor.tipo,0,tipo,,,,1,6,,,Tipo Oportunidad,bvercontroloportunidad,1,,0,,,0,,,1
4165,17,fechacomision,,Fecha Comisión,,,0,fechaComision,,,,6,50,,,oporcli,bVerComisiones,0,,0,,,0,,,1
4166,17,tipoComision,,Tipo Comisión,,SELECT descripcion FROM [[instancia]advabousu[empresa]].dbo.comisionTipoOpor,0,descripcionTipoComision,,,,2,51,,,Tipo Comisión,bVerComisiones,0,,0,,,0,,,1
4167,1,fechacomision,,Fecha Comisión,,,0,fechacomision,,,,6,139,,,oporcli,bVerComisiones,0,,0,,,0,,,1
4168,1,tipoComision,,Tipo Comisión,,SELECT descripcion FROM [[instancia]advabousu[empresa]].dbo.comisionTipoOpor,0,descripciontipocomision,,,,2,13,,,Tipo Comisión,bVerComisiones,0,,0,,,0,,,1
4170,1,estadocobro,,Estado Cobro,,"select estadocobro from (values ('En Cuentas'), ('Facturado'), ('Pendiente de cobrar'), ('No Cobrar'), ('Cobrado a Aseguradora'), ('Cobro sin Factura'), ('Cobro con Factura'), ('Cobro Pendiente')) as t(estadocobro)",0,estadocobro,,,,2,140,,,Estado Cobro,,0,,0,,,0,,,1
4171,30,Expedientes,,ExpTitulo,0,"SELECT DISTINCT icodcli 
				FROM exclipro EC
				LEFT JOIN expedien E ON EC.inumexp = E.inumexp AND EC.iyear = E.iyear
				WHERE 
					E.inumexp*CAST(10000 as bigint)+E.iyear IN ({E.inumexp*CAST(10000 as bigint)+E.iyear})
				AND
					E.codsubusu = {E.codsubusu}
				AND
					E.descripcion LIKE '%{E.descripcion}%'
				AND
					E.estado LIKE '%{E.estado}%'
				AND 
					E.dfechaalta BETWEEN '{E.dfechaalta}' AND '{E.dfechaalta}'",0,icodcli,GestorConsultas.OtrosFiltros.frmFiltrarOtros,,0,4,106,0,grupoExpedientes,Expedientes,bVerExpedientes,1,,0,,,0,,,1
4172,22,Sin Adjunto,,Sin Adjunto,,"(NOT EXISTS (SELECT icodcli FROM cliadjun a WHERE inumfactura=a.numfacturaor AND yearfact=a.yearfactor AND codsubusu=a.codsubusuor AND a.origen=6 AND serie=a.serieor))
	AND
	(NOT EXISTS (SELECT inumexp FROM Expadjun a WHERE inumfactura=a.numfacturaor AND yearfact=a.yearfactor AND codsubusu=a.codsubusuor AND a.origen=6 AND serie=a.serieor))",0,sinadjunto,,,,0,39,,factadjuntos,Facturas sin adjunto,!esFreemiumFactu,0,,0,,,0,,,1
4173,22,Con Adjunto,,Con Adjunto,,"(EXISTS (SELECT icodcli FROM cliadjun a WHERE inumfactura=a.numfacturaor AND yearfact=a.yearfactor AND codsubusu=a.codsubusuor AND a.origen=6 AND serie=a.serieor))
	OR
	(EXISTS (SELECT inumexp FROM Expadjun a WHERE inumfactura=a.numfacturaor AND yearfact=a.yearfactor AND codsubusu=a.codsubusuor AND a.origen=6 AND serie=a.serieor))",0,conadjunto,,,,0,40,,factadjuntos,Facturas con adjunto,!esFreemiumFactu,0,,0,,,0,,,1
4174,22,fechaEnvio,,Fecha Envío,0,fechaenvio,2,fechaEnvio,,,0,0,,0,,fechaEnvio,bVerTicketBAI,1,,0,,,0,,,1
4175,31,estadoAEAT,,Estado AEAT,0,,0,estadoAEAT,,,0,1,1,0,,,!esFreemiumFactu,0,,0,,,0,,,1
4176,32,Cuantía,,Cuantía,0,,0,totalcuantia,,,0,3,151,0,,,procuradores=abogados,0,,0,,,0,,,1
4178,53,ActuDescripcion,a.png,Descripción Clase,,,0,sactuacion,,,,1,10,,,Actuación. Descripción,,,,0,,,1,,,1
4179,53,usuarioficha,,Profesor,,"select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1",0,subusu,,,,2,,,,Usuario,,0,,0,,,1,,,1
4180,53,ActuPendientes,x.png,Pendientes,,acturealizada = 0,0,acturealizada,,,,0,12,,Realizadas,Actuación Pendientes,,,,0,,,1,,,1
4181,53,Realizada,green_check.png,Realizadas,,acturealizada = 1,0,acturealizada,,,,0,12,,Realizadas,Actuación Realizada,,,,0,,,1,,,1
4182,53,Expediente,,Titulo2,," select inumexp, expediente, descripcion, convert(varchar(50), inumexp) + '|' +  convert(varchar(50), iyear) as valor , iyear  from expedien ",0,idexp,,,,2,8,,,Expediente,,1,,0,,,0,,,1
4183,53,Aula,,Aula,,"SELECT tabla, campo, valor FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla like 'segexp' and campo like 'aula'",0,aula,,,,2,73,,,Aula,,0,,0,,,0,,,1
4184,53,Estado,,Estado curso,,CASE WHEN E.inumexp = 9999 AND E.iyear = 1899 THEN NULL ELSE E.estado END AS estadoCurso,0,estadoCurso,,,,1,73,,,Estado,,0,,0,,,0,,,1
4185,53,Núm. Curso,,Núm. Curso,,,0,numexp,,,,1,6,,,,,0,,0,,,0,,,1
4186,53,Año Curso,,Año Curso,,,0,iyear,,,,1,6,,,,,0,,0,,,0,,,1
4187,53,Ref. Propia,,Ref. Propia,,,0,refpropia,,,,1,,,,ref. propia,,0,,0,,,0,,,1
4188,53,TipoExpediente,folder_32.png,Tipo Curso,,"select codigo, tipoexp from tipoexp ",0,itipoexp,,,,2,10,,,Tipo Curso,,,,0,,,0,,,1
4189,53,ActuSinTR,,Actu. No TR,,tipohistotr is null or tipohistotr = 0,0,tipohistotr,,,,0,12,,actumarcaTR,Actuación TR,bVerTimeReport,,,0,,,0,,,1
4190,53,ActuTR,,Actu. TR,,"tipohistotr in (1,2)",0,tipohistotr,,,,0,12,,actumarcaTR,Actuación TR,bVerTimeReport,,,0,,,0,,,1
4191,53,Coste,C:\Documents and Settings\grodriguezb\Escritorio\euro2.png,Coste,,,0,preciocoste,,,,3,19,,,Coste,,,,0,,,0,,,1
4192,53,Precio,C:\Documents and Settings\grodriguezb\Escritorio\euro2.png,Precio,,,0,precio,,,,3,22,,,Precio,,,,0,,,0,,,1
4193,53,dfechaact,,Fecha Clase,,,2,dfechaact,,,,0,1,,,,,,,0,,,1,,,1
4194,53,fecharealizacion,,Fecha Realización,,,2,fecharealizacion,,,,0,2,,,,,0,,0,,,1,,,1
4195,53,fechacomision,,Fecha Comisión,,,0,fechaComision,,,,6,139,,,oporcli,bVerComisiones,0,,0,,,0,,,1
4196,53,tipoComision,,Tipo Comisión,,SELECT descripcion FROM [[instancia]advabousu[empresa]].dbo.comisionTipoOpor,0,descripcionTipoComision,,,,2,140,,,Tipo Comisión,bVerComisiones,0,,0,,,0,,,1
4197,53,Plazas Disponibles,,Plazas Disponibles,,,0,plazasdisponibles,,,,3,15,,,,bcontrolcursos[OR]bvergestionclases,0,,0,,,1,,,1
4198,53,Plazas Ocupadas,,Plazas Ocupadas,,,0,plazasocupadas,,,,3,16,,,,bcontrolcursos[OR]bvergestionclases,0,,0,,,0,,,1
