icodcli,codcliente,codtercero,recargabonos,backcolor,codmutua,numero,tipoalerta,CNAE,fechacaducidadNET,fechaCapSocial,codcontacto,dpto,idtipofichero,presidente,secretario,clasejunta,idGestorcuadroRendimiento,idComisionTipoOpor,idIndicadorDatoDeUso,modoComision,fijoComision,estadoAEAT,docPdteFirma,tieneCobrosPdte,snombretutor1,sniftutor1,stelefonotutor1,emailtutor1,facturartutor1,snombretutor2,sniftutor2,stelefonotutor2,emailtutor2,facturartutor2,idTarifa,creadoEl,diaCobro,nifcomunitario,ctaIrpfComision,ctasuplidos,ctacontrsuplidos,tipoId,escliface,codorganogestor,codunidadtramitadora,codoficinacontable,codorganoproponente,nomorganogestor,nomunidadtramitadora,nomoficinacontable,nomorganoproponente,rolorganogestor,rolunidadtramitadora,roloficinacontable,rolorganoproponente,mascotaraza,mascotaespecie,mascotavariedad,mascotanumero,mascotacaracter,mascotabozal,mascotaesteriliz,mascotacapa,mascotasexo,costeHoraDefecto,alertaOdontograma,paisTipoId,precio,operacion,descripcion,estadoLOPD,fijodiscontinuo,recursotipo,recursonumhabitacion,erte,nombrepral,ape1,ape2,recursoplanta,recursotipohabitacion,comComerciales,pasaporteMascota,numChapaRabia,municipio,tipogasto
1386,,,,,,1373,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:23.620000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1387,,,,,,1374,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:24.043000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,,,,,,1375,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:24.427000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,,,,,,1376,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:24.823000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1390,,,,,,1377,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:24.933000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1391,,,,16777215,,1378,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:25.213000,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mujer,,,,,,,,,,,,,,,,,,,,,
1392,,,,,,1379,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:25.753000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1393,,,,,,1380,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:26.327000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,,,,,,1381,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:26.570000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,,,,,,1382,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:26.953000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,,,,,,1383,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:27.347000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1397,,,,,,103,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:27.763000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1398,,,,,,1385,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:28.017000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1399,,,,,,1386,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:28.150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1400,,,,,,1387,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:28.723000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1401,,,,,,1388,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:29.113000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,,,,,,1389,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:29.373000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1403,,,,,,1390,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:29.473000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,,,,,,1391,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:29.570000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1405,,,,,,1392,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:29.833000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1406,,,,,,1393,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:30.427000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1407,,,,,,1394,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:30.713000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,,,,,,1395,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:31.247000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1409,,,,,,1396,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:31.817000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,,,,,,1397,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:32.093000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1411,,,,,,1398,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:32.240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1412,,,,,,1399,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:32.507000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1413,,,,,,1400,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:32.603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,,,,,,1401,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:32.710000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,,,,,,1402,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:32.810000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1416,,,,,,1403,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:32.943000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1417,,,,,,1404,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:33.083000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,,,,,,1405,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:33.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1419,,,,,,1406,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:33.337000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1420,,,,,,1407,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:33.437000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1421,,,,,,1408,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:33.570000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1422,,,,,,1409,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:33.663000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1423,,,,,,1410,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:33.793000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,,,,,,1411,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:33.907000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1425,,,,,,1412,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:34.033000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,,,,,,1413,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:34.137000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1427,,,,,,1414,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:34.233000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1428,,,,,,1415,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:34.330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1429,,,,,,1416,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:34.470000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1430,,,,,,1417,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:34.733000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,,,,,,1418,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:34.993000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,,,,,,1419,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:35.237000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,,,,16777215,,1420,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:35.633000,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mujer,,,,,,,,,,,,,,,,,,,,,
1434,,,,,,1421,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:36.060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1435,,,,,,1422,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:36.630000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1436,,,,,,1423,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:37.060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1437,,,,,,1424,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:37.343000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1438,,,,,,1425,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:37.883000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,,,,,,1426,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:38.423000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1440,,,,,,1427,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:38.987000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1441,,,,,,1428,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:39.263000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,,,,,,1429,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:39.377000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1443,,,,,,1430,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:39.477000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,,,,,,1431,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:39.727000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,,,,,,1432,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:40.293000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1446,,,,,,1433,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:40.737000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1447,,,,,,1434,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:41.160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,,,,,,1435,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:41.553000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,,,,,,1436,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:42.103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,,,,,,1437,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:42.497000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1451,,,,16777215,,1438,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:42.787000,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mujer,,,,,,,,,,,,,,,,,,,,,
1452,,,,,,1439,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:43.480000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,,,,,,1440,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:44.030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1454,,,,,,1441,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:44.573000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,,,,,,1442,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:45.450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,,,,,,1443,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:45.550000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1457,,,,,,1444,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:45.847000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1458,,,,,,1445,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:46.237000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1459,,,,,,1446,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:46.780000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,,,,,,1447,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:47.333000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,,,,,,1448,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:47.630000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,,,,,,1449,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:48.333000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1463,,,,,,1450,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:48.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1464,,,,,,1451,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:49.287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1465,,,,,,1452,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:49.533000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1466,,,,,,1453,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:50.103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1467,,,,,,1454,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:50.647000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1468,,,,,,1455,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:51.070000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,,,,,,1456,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:51.597000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,,,,,,1457,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:51.983000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,,,,,,1458,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:52.223000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,,,,,,1459,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:52.617000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1473,,,,,,1460,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:53.163000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1474,,,,,,1461,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:53.550000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,,,,,,1462,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:53.813000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1476,,,,,,1463,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:53.947000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,,,,,,1464,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:54.203000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1478,,,,,,1465,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:54.787000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,,,,,,1466,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:55.477000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1480,,,,,,1467,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:55.750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,,,,,,1468,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:55.863000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1482,,,,,,1469,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:55.967000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1483,,,,,,1470,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:56.243000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,,,,,,1471,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:56.493000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,,,,,,1472,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:56.597000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1486,,,,,,1473,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:57.183000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,,,,,,1474,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:57.427000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,,,,,,1475,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:57.823000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,,,,,,1476,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:58.067000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,,,,,,1477,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:58.163000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,,,,,,1478,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:58.277000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1492,,,,,,1479,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:58.687000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,,,,,,1480,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:59.237000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,,,,,,1481,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:39:59.777000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1495,,,,,,1482,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:40:00.190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1496,,,,,,1483,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:40:00.740000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1497,,,,,,1484,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:40:01.277000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1498,,,,,,1485,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:40:01.813000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1499,,,,,,1486,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:40:02.380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,,,,16777215,,1487,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:40:02.810000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,,,,,,1488,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:40:03.337000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,,,,,,1489,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:40:03.737000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1503,,,,,,1490,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:40:04.337000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
1504,,,,,,1491,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:40:04.877000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1505,,,,,,1492,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:40:05.443000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1506,,,,,,1493,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:40:05.873000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,,,,,,1494,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:40:06.120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,,,,,,1495,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:40:06.217000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
1509,,,,,,1496,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:40:06.637000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
